legal_entity_name,legal_entity_edrpou,division_name,residence_settlement_koatuu,division_residence_addresses,division_decl_sum,nszu_geocoding_google_api_lat,nszu_geocoding_google_api_lng
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОЛОМИЙСЬКОЇ МІСЬКОЇ РАДИ ""КОЛОМИЙСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",39007143,Амбулаторія загальної практики-сімейної медицини № 3,2610600000.0,"ІВАНО-ФРАНКІВСЬКА область, місто КОЛОМИЯ, вулиця Шевченка, 38",1459.0,48.528566,25.037489
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Дмитрівський ФП (КНП""Нікопольський районний ЦПМСД"")",1222981001.0,"ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, село ДМИТРІВКА, вулиця Центральна, 97",531.0,47.6658666,34.3475775
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Лошкарівкська АЗПСМ (КНП ""Нікопольський районний ЦПМСД"")",1222983401.0,"ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, село ЛОШКАРІВКА, вулиця Осіння, 6-а",73.0,47.935036,34.155694700000005
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Капулівська амбулаторія ЗПСМ (КНП ""Нікопольський районний ЦПМСД"")",1222985502.0,"ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, село КАПУЛІВКА, вулиця Каховська, 23-а",160.0,47.554052399999996,34.227977100000004
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Червоногригорівська амбулаторія ЗПСМ (КНП ""Нікопольський районний ЦПМСД"")",1222955700.0,"ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, смт. ЧЕРВОНОГРИГОРІВКА, вулиця Ярмарочна, 31-а",232.0,47.6264367,34.5297956
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Олексіївська АЗПСМ (КНП ""Нікопольський районний ЦПМСД"")",1222983903.0,"ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, село ОЛЕКСІЇВКА, вулиця 40рПеремоги, 14",536.0,47.593259499999995,34.239697
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Придніпровська амбулаторія ЗПСМ (КНП ""Нікопольський районний ЦПМСД"")",1222986001.0,"ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, село ПРИДНІПРОВСЬКЕ, вулиця Високовольтна, 33",621.0,47.6183158,34.4517576
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Веселівська амбулаторія ЗПСМ (КНП ""Нікопольський районний ЦПМСД"")",1222982802.0,"ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, село ВЕСЕЛЕ, вулиця 40р.Перемоги, 1",1.0,47.8798963,34.3556031
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Приміська амбулаторія ЗПСМ (КНП ""Нікопольський районний ЦПМСД"")",1222983901.0,"ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, село ПРИМІСЬКЕ, вулиця Шкільна, 33",428.0,47.607141600000006,34.3375945
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Чистопільська амбулаторія ЗПСМ (КНП ""Нікопольський районний ЦПМСД"")",1222982201.0,"ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, село ЧИСТОПІЛЬ, вулиця Соборна, 5",130.0,47.805167100000006,34.2754064
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Кам'янська амбулаторія ЗПСМ (КНП ""Нікопольський районний ЦПМСД"")",1222986002.0,"ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, селище КАМ'ЯНСЬКЕ, вулиця Будівельників, 5-а",171.0,47.611533200000004,34.4288186
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Південна АЗПСМ (КНП ""Нікопольський районний ЦПМСД"")",1222985301.0,"ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, село ПІВДЕННЕ, вулиця Центральна, 13",140.0,47.6666319,34.3527556
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Павлопільська АЗПСМ (КНП ""Нікопольський районний ЦПМСД"")",1222985001.0,"ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, село ПАВЛОПІЛЛЯ, вулиця Українська, 25",32.0,47.873351799999995,34.0445301
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НІКОПОЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37677525,"Новософіївський ФП (КНП ""Нікопольський районний ЦПМСД"")",1222984501.0,"ДНІПРОПЕТРОВСЬКА область, НІКОПОЛЬСЬКИЙ район, село НОВОСОФІЇВКА, вулиця Нова, 1",52.0,47.8002209,34.1808389
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ІЛЛІНЕЦЬКОЇ РАЙОННОЇ РАДИ",37423921,Китайгородська амбулаторія загальної практики сімейної медицини,521283203.0,"ВІННИЦЬКА область, ІЛЛІНЕЦЬКИЙ район, село КИТАЙГОРОД, вулиця Гагаріна, 53",75.0,48.96505629999999,29.495360100000003
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ІЛЛІНЕЦЬКОЇ РАЙОННОЇ РАДИ",37423921,Леухівська амбулаторія загальної практики сімейної медицини,521284303.0,"ВІННИЦЬКА область, ІЛЛІНЕЦЬКИЙ район, село ЛЕУХИ, вулиця Шевченка, 1Д",281.0,48.933156,29.633447200000003
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ІЛЛІНЕЦЬКОЇ РАЙОННОЇ РАДИ",37423921,Чорторийська амбулаторія загальної практики сімейної медицини,521281609.0,"ВІННИЦЬКА область, ІЛЛІНЕЦЬКИЙ район, село ЧОРТОРИЯ, вулиця Перемоги, 45",428.0,49.031192700000005,29.242502500000004
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ОКСФОРД МЕДІКАЛ-ВІННИЦЯ""",36604084,"ТОВ ""ОКСФОРД МЕДІКАЛ-ВІННИЦЯ""",510100000.0,"ВІННИЦЬКА область, місто ВІННИЦЯ, вулиця Пирогова, 34",44.0,49.2303471,28.4535656
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",37899673,Амбулаторія загальної  практики-сімейної медицини № 8,1210100000.0,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, проспект Героїв, 22",367.0,48.41424,35.060734000000004
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",37899673,Амбулаторія загальної  практики-сімейної медицини № 3,1210100000.0,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Шевченка, 6а",900.0,48.457062,35.0568912
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",37899673,Амбулаторія загальної  практики-сімейної медицини № 5,1210100000.0,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Гусенко, 13",2355.0,48.4506569,35.0534664
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",37899673,Амбулаторія загальної  практики-сімейної медицини № 6,1210100000.0,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, бульвар Слави, 52",117.0,48.407228700000005,35.046339700000004
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",37899673,Амбулаторія загальної  практики-сімейної медицини № 7,1210100000.0,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, проспект Героїв, 22",1341.0,48.41434,35.060834
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",37899673,Амбулаторія загальної  практики-сімейної медицини № 1,1210100000.0,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Ламана, 4",895.0,48.4674188,35.055283700000004
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",37899673,Амбулаторія загальної  практики-сімейної медицини № 9,1210100000.0,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Набережна Перемоги , 94а",1278.0,48.460483,35.0685171
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",37899673,Амбулаторія загальної практики-сімейної медицини № 10,1210100000.0,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Казакова, 1а",2347.0,48.4286722,35.0405922
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №4"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",37899673,Амбулаторія загальної  практики-сімейної медицини № 6,1210100000.0,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, бульвар Слави, 46",268.0,48.4072674,35.047948999999996
ЧОРНОБАЙ МИРОСЛАВА ВОЛОДИМИРІВНА,----------,кабінет сімейного лікаря,6125810100.0,"ТЕРНОПІЛЬСЬКА область, ШУМСЬКИЙ район, місто ШУМСЬК, вулиця Енергетична, 3а",62.0,50.117760600000004,26.1186634
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТАРАЩАНСЬКОЇ РАЙОННОЇ РАДИ ""ТАРАЩАНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",38230449,Амбулаторія загальної практики - сімейної медицини с.Ріжки,3224485201.0,"КИЇВСЬКА область, ТАРАЩАНСЬКИЙ район, село РІЖКИ, вулиця шкільна, 2а",134.0,49.53774620000001,30.300503600000003
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТАРАЩАНСЬКОЇ РАЙОННОЇ РАДИ ""ТАРАЩАНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",38230449,Амбулаторія загальної практики - сімейної медицини с.Ківшовата,3224481901.0,"КИЇВСЬКА область, ТАРАЩАНСЬКИЙ район, село КІВШОВАТА, вулиця Свободи, 3",143.0,49.558423,30.483226000000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТАРАЩАНСЬКОЇ РАЙОННОЇ РАДИ ""ТАРАЩАНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",38230449,Амбулаторія загальної практики - сімейної медицини с.Лука,3224484001.0,"КИЇВСЬКА область, ТАРАЩАНСЬКИЙ район, село ЛУКА, вулиця Шкільна, 60",85.0,49.4797646,30.6734321
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТАРАЩАНСЬКОЇ РАЙОННОЇ РАДИ ""ТАРАЩАНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",38230449,Амбулаторія загальної практики - сімейної медицини с.Калинове,3224487701.0,"КИЇВСЬКА область, ТАРАЩАНСЬКИЙ район, село КАЛИНОВЕ, вулиця Шкільна, 4",74.0,49.3842787,30.4440657
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТАРАЩАНСЬКОЇ РАЙОННОЇ РАДИ ""ТАРАЩАНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",38230449,"Комунальне некомерційне підприємство Таращанської районної ради ""Таращанський центр первинної медичної (медико-санітарної) допомоги""",3224410100.0,"КИЇВСЬКА область, ТАРАЩАНСЬКИЙ район, місто ТАРАЩА, вулиця Шевченка, 66",1112.0,49.5619951,30.4973909
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МУКАЧІВСЬКОЇ МІСЬКОЇ ОБ'ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ""",40390032,Амбулаторія загальної практики - сімейної медицини № 8 КНП ЦПМСД м.Мукачева,2110400000.0,"ЗАКАРПАТСЬКА область, місто МУКАЧЕВЕ, вулиця Верді, 6",935.0,48.4503668,22.7467427
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МУКАЧІВСЬКОЇ МІСЬКОЇ ОБ'ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ""",40390032,Амбулаторія загальної практики - сімейної медицини № 7 КНП ЦПМСД м.Мукачева,2110400000.0,"ЗАКАРПАТСЬКА область, місто МУКАЧЕВЕ, вулиця Ілони Зріні, 113/40",321.0,48.438113,22.7057044
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МУКАЧІВСЬКОЇ МІСЬКОЇ ОБ'ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ""",40390032,Амбулаторія загальної практики - сімейної медицини №10,2110400000.0,"ЗАКАРПАТСЬКА область, місто МУКАЧЕВЕ, вулиця Івана Франка, 41",1172.0,48.4358225,22.7277201
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МУКАЧІВСЬКОЇ МІСЬКОЇ ОБ'ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ""",40390032,Амбулаторія загальної практики - сімейної медицини № 6 КНП ЦПМСД м.Мукачева,2110400000.0,"ЗАКАРПАТСЬКА область, місто МУКАЧЕВЕ, вулиця Окружна, 28/99",574.0,48.440476700000005,22.698179100000004
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МУКАЧІВСЬКОЇ МІСЬКОЇ ОБ'ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ""",40390032,Амбулаторія загальної практики - сімейної медицини № 4 КНП ЦПМСД м.Мукачева,2110400000.0,"ЗАКАРПАТСЬКА область, місто МУКАЧЕВЕ, вулиця Береста Олексія, 32/17",230.0,48.4302108,22.6846673
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МУКАЧІВСЬКОЇ МІСЬКОЇ ОБ'ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ""",40390032,Амбулаторія загальної практики - сімейної медицини №2 КНП ЦПМСД м.Мукачева,2110400000.0,"ЗАКАРПАТСЬКА область, місто МУКАЧЕВЕ, вулиця Стуса Василя, 3",735.0,48.4434885,22.7306724
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МУКАЧІВСЬКОЇ МІСЬКОЇ ОБ'ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ""",40390032,Амбулаторія загальної практики - сімейної медицини №1 КНП ЦПМСД м.Мукачева,2110400000.0,"ЗАКАРПАТСЬКА область, місто МУКАЧЕВЕ, вулиця Мудрого Ярослава, 48",1125.0,48.4348669,22.715571899999997
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МУКАЧІВСЬКОЇ МІСЬКОЇ ОБ'ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ""",40390032,Амбулаторія загальної практики - сімейної медицини №3 КНП ЦПМСД м.Мукачева,2110400000.0,"ЗАКАРПАТСЬКА область, місто МУКАЧЕВЕ, вулиця Осипенка Олександра, 39Б/81",1066.0,48.450924799999996,22.7013424
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МУКАЧІВСЬКОЇ МІСЬКОЇ ОБ'ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ""",40390032,Амбулаторія загальної практики - сімейної медицини № 5 КНП ЦПМСД м.Мукачева,2110400000.0,"ЗАКАРПАТСЬКА область, місто МУКАЧЕВЕ, вулиця Космонавтів, 31",42.0,48.4430778,22.717541399999998
