hospital_edrpou,hospital_name,id_item_short,date_month,name,oblast_name,sum
01107935,"КОМУНАЛЬНИЙ ЗАКЛАД ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ ""ФАСТІВСЬКА МІСЬКА ЛІКАРНЯ""",type:45,2017-06-01,Фастівський район,Київська,8470354.950000005
01107935,"КОМУНАЛЬНИЙ ЗАКЛАД ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ ""ФАСТІВСЬКА МІСЬКА ЛІКАРНЯ""",type:45,2017-07-01,Фастівський район,Київська,5833620.0
01107935,"КОМУНАЛЬНИЙ ЗАКЛАД ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ ""ФАСТІВСЬКА МІСЬКА ЛІКАРНЯ""",type:45,2017-11-01,Фастівський район,Київська,136561456.35000035
01107935,Комунальне некомерційне  підприємство Фастівської міської ради «Фастівський міський Центр первинної медичної (медико-санітарної) допомоги»,type:30,2018-03-01,Фастівський район,Київська,5715000.0
01107935,Комунальне некомерційне  підприємство Фастівської міської ради «Фастівський міський Центр первинної медичної (медико-санітарної) допомоги»,type:30,2018-07-01,Фастівський район,Київська,3712500.0
01107935,Комунальне некомерційне  підприємство Фастівської міської ради «Фастівський міський Центр первинної медичної (медико-санітарної) допомоги»,type:331,2018-07-01,Фастівський район,Київська,2115000.0
01107935,Комунальне некомерційне  підприємство Фастівської міської ради «Фастівський міський Центр первинної медичної (медико-санітарної) допомоги»,type:331,2018-11-01,Фастівський район,Київська,523890000.0
01107935,Комунальне некомерційне  підприємство Фастівської міської ради «Фастівський міський Центр первинної медичної (медико-санітарної) допомоги»,type:331,2018-12-01,Фастівський район,Київська,14836704.75000003
01107935,Комунальне некомерційне  підприємство Фастівської міської ради «Фастівський міський Центр первинної медичної (медико-санітарної) допомоги»,type:39,2018-11-01,Фастівський район,Київська,6149250.0
01107935,Комунальне некомерційне  підприємство Фастівської міської ради «Фастівський міський Центр первинної медичної (медико-санітарної) допомоги»,type:39,2018-12-01,Фастівський район,Київська,8775000.0
01107935,Комунальне некомерційне  підприємство Фастівської міської ради «Фастівський міський Центр первинної медичної (медико-санітарної) допомоги»,type:44,2018-06-01,Фастівський район,Київська,4380750.0
01107935,Комунальне некомерційне  підприємство Фастівської міської ради «Фастівський міський Центр первинної медичної (медико-санітарної) допомоги»,type:44,2018-12-01,Фастівський район,Київська,3620841.749999997
01107935,Комунальне некомерційне  підприємство Фастівської міської ради «Фастівський міський Центр первинної медичної (медико-санітарної) допомоги»,type:45,2018-06-01,Фастівський район,Київська,27785678.850000013
01107935,Комунальне некомерційне  підприємство Фастівської міської ради «Фастівський міський Центр первинної медичної (медико-санітарної) допомоги»,type:45,2018-08-01,Фастівський район,Київська,149744790.0
01107935,Комунальне некомерційне  підприємство Фастівської міської ради «Фастівський міський Центр первинної медичної (медико-санітарної) допомоги»,type:45,2018-10-01,Фастівський район,Київська,50937345.0
01107935,Комунальне некомерційне  підприємство Фастівської міської ради «Фастівський міський Центр первинної медичної (медико-санітарної) допомоги»,type:45,2018-12-01,Фастівський район,Київська,70363800.0
01107935,Комунальне некомерційне  підприємство Фастівської міської ради «Фастівський міський Центр первинної медичної (медико-санітарної) допомоги»,type:45,2019-01-01,Фастівський район,Київська,3532242.599999997
01107970,"КП Комунальне підприємство Стрийської районної ради Львівської області ""Стрийська районна лікарня""",type:331,2017-08-01,м. Моршин,Львівська,1650000.0
01107970,"КП Комунальне підприємство Стрийської районної ради Львівської області ""Стрийська районна лікарня""",type:331,2017-11-01,м. Моршин,Львівська,600000.0
01107970,"КП Комунальне підприємство Стрийської районної ради Львівської області ""Стрийська районна лікарня""",type:331,2017-12-01,м. Моршин,Львівська,5616000.0
01107970,"КП Комунальне підприємство Стрийської районної ради Львівської області ""Стрийська районна лікарня""",type:331,2018-07-01,м. Моршин,Львівська,1080000.0
01107970,"КП Комунальне підприємство Стрийської районної ради Львівської області ""Стрийська районна лікарня""",type:45,2017-07-01,м. Моршин,Львівська,1991268.0
01107970,"КП Комунальне підприємство Стрийської районної ради Львівської області ""Стрийська районна лікарня""",type:45,2017-11-01,м. Моршин,Львівська,2309754.0
01107970,"КП Комунальне підприємство Стрийської районної ради Львівської області ""Стрийська районна лікарня""",type:45,2019-02-01,м. Моршин,Львівська,1192800.0
01110854,"КЗ ""Конотопська міська лікарня""",type:30,2018-08-01,Конотопський район,Сумська,2795894.399999999
01110854,"КЗ ""Конотопська міська лікарня""",type:30,2018-10-01,Конотопський район,Сумська,12891744.0
01110854,"КЗ ""Конотопська міська лікарня""",type:331,2016-11-01,Конотопський район,Сумська,5977000.0
01110854,"КЗ ""Конотопська міська лікарня""",type:331,2017-07-01,Конотопський район,Сумська,5031000.0
01110854,"КЗ ""Конотопська міська лікарня""",type:331,2017-09-01,Конотопський район,Сумська,4386000.0
01110854,"КЗ ""Конотопська міська лікарня""",type:331,2017-12-01,Конотопський район,Сумська,8514000.0
01110854,"КЗ ""Конотопська міська лікарня""",type:331,2018-09-01,Конотопський район,Сумська,5564200.0
01110854,"КЗ ""Конотопська міська лікарня""",type:331,2018-11-01,Конотопський район,Сумська,9962068.0
01110854,"КЗ ""Конотопська міська лікарня""",type:39,2016-09-01,Конотопський район,Сумська,133300.0
01110854,"КЗ ""Конотопська міська лікарня""",type:39,2016-11-01,Конотопський район,Сумська,4084785.0
01110854,"КЗ ""Конотопська міська лікарня""",type:44,2018-09-01,Конотопський район,Сумська,1100800.0
01110854,"КЗ ""Конотопська міська лікарня""",type:45,2016-12-01,Конотопський район,Сумська,21458763.0
01110854,"КЗ ""Конотопська міська лікарня""",type:45,2017-05-01,Конотопський район,Сумська,2207101.849999999
01110854,"КЗ ""Конотопська міська лікарня""",type:45,2017-06-01,Конотопський район,Сумська,12107604.599999994
01110854,"КЗ ""Конотопська міська лікарня""",type:45,2017-07-01,Конотопський район,Сумська,5676000.0
01110854,"КЗ ""Конотопська міська лікарня""",type:45,2017-11-01,Конотопський район,Сумська,3940485.600000003
01110854,"КЗ ""Конотопська міська лікарня""",type:45,2017-12-01,Конотопський район,Сумська,4014514.399999997
01110854,"КНП КМР ""Конотопська міська лікарня""",type:30,2019-02-01,Конотопський район,Сумська,2161781.9999999977
01110854,"КНП КМР ""Конотопська міська лікарня""",type:331,2018-12-01,Конотопський район,Сумська,1922960.0
01110854,"КНП КМР ""Конотопська міська лікарня""",type:331,2019-02-01,Конотопський район,Сумська,11868000.0
01110854,"КНП КМР ""Конотопська міська лікарня""",type:331,2019-03-01,Конотопський район,Сумська,515570.0
01110854,"КНП КМР ""Конотопська міська лікарня""",type:39,2018-12-01,Конотопський район,Сумська,2188700.0
01110854,"КНП КМР ""Конотопська міська лікарня""",type:39,2019-03-01,Конотопський район,Сумська,22412890.0
01110854,"КНП КМР ""Конотопська міська лікарня""",type:48,2019-03-01,Конотопський район,Сумська,4128817.0
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:30,2018-12-01,Кременчуцький район,Полтавська,1100000.0
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:30,2019-01-01,Кременчуцький район,Полтавська,659890.0
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:30,2019-02-01,Кременчуцький район,Полтавська,1430220.0
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:30,2019-03-01,Кременчуцький район,Полтавська,7128.0
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:331,2017-09-01,Кременчуцький район,Полтавська,2383917.8
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:331,2018-03-01,Кременчуцький район,Полтавська,16500000.0
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:331,2018-04-01,Кременчуцький район,Полтавська,2002000.0
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:331,2018-05-01,Кременчуцький район,Полтавська,2674726.56
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:331,2018-10-01,Кременчуцький район,Полтавська,1935006.6999999997
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:331,2018-11-01,Кременчуцький район,Полтавська,2178000.0
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:331,2019-01-01,Кременчуцький район,Полтавська,295532.6
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:331,2019-02-01,Кременчуцький район,Полтавська,211897.94999999998
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:331,2019-03-01,Кременчуцький район,Полтавська,291160.98000000016
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:39,2019-03-01,Кременчуцький район,Полтавська,166197.24
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:44,2019-01-01,Кременчуцький район,Полтавська,550000.0
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:44,2019-03-01,Кременчуцький район,Полтавська,78650.0
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:45,2016-12-01,Кременчуцький район,Полтавська,13001630.400000002
01111598,"КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""",type:45,2018-05-01,Кременчуцький район,Полтавська,1170513.85
01111701,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:30,2019-01-01,Синельниківський район,Дніпропетровська,101640.0
01111701,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:30,2019-03-01,Синельниківський район,Дніпропетровська,233233.0
01111701,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2019-02-01,Синельниківський район,Дніпропетровська,2590352.3799999957
01111701,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2019-03-01,Синельниківський район,Дніпропетровська,2898357.0
01111701,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:39,2019-03-01,Синельниківський район,Дніпропетровська,33264.0
01111701,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:39,2019-04-01,Синельниківський район,Дніпропетровська,89628.0
01111701,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:44,2019-02-01,Синельниківський район,Дніпропетровська,654461.5
01111701,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:44,2019-03-01,Синельниківський район,Дніпропетровська,768629.4000000006
01111701,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:44,2019-04-01,Синельниківський район,Дніпропетровська,47432.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:30,2017-03-01,Синельниківський район,Дніпропетровська,1463000.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:30,2017-04-01,Синельниківський район,Дніпропетровська,5005000.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:30,2017-05-01,Синельниківський район,Дніпропетровська,21329.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:30,2017-12-01,Синельниківський район,Дніпропетровська,4543000.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:30,2018-01-01,Синельниківський район,Дніпропетровська,160545.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:30,2018-03-01,Синельниківський район,Дніпропетровська,9240000.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:30,2018-05-01,Синельниківський район,Дніпропетровська,3064600.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:30,2018-06-01,Синельниківський район,Дніпропетровська,16809870.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:30,2018-11-01,Синельниківський район,Дніпропетровська,17710.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2017-02-01,Синельниківський район,Дніпропетровська,2743818.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2017-03-01,Синельниківський район,Дніпропетровська,399155.68000000145
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2017-04-01,Синельниківський район,Дніпропетровська,217140.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2017-06-01,Синельниківський район,Дніпропетровська,154000.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2017-08-01,Синельниківський район,Дніпропетровська,585200.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2017-09-01,Синельниківський район,Дніпропетровська,356048.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2017-11-01,Синельниківський район,Дніпропетровська,607607.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2017-12-01,Синельниківський район,Дніпропетровська,15701378.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2018-04-01,Синельниківський район,Дніпропетровська,13016850.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2018-05-01,Синельниківський район,Дніпропетровська,353584.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2018-06-01,Синельниківський район,Дніпропетровська,278971.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2018-07-01,Синельниківський район,Дніпропетровська,1746321.5
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2018-09-01,Синельниківський район,Дніпропетровська,599676.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:331,2018-11-01,Синельниківський район,Дніпропетровська,1738275.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:39,2017-03-01,Синельниківський район,Дніпропетровська,56425.60000000007
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:39,2017-07-01,Синельниківський район,Дніпропетровська,46046.0
01111701,"КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ""Я ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",type:39,2017-08-01,Синельниківський район,Дніпропетровська,2423190.0
