_ - sum,_ - overal_title,_ - hospital_name,_ - id_item_short
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
265000.0,«Дрова твердих порід,"Комунальний заклад охорони здоров'я ""Центр первинної медико - сантірної допомоги Вовчанського району""",type:03
257400.0,Деревина (дрова),"КЗ ""Центр первинної медико-санітарної допомоги Новоград-Волинського району""",type:03
242500.0,Паливна деревина з навантаженням і транспортуванням,"""Шосткинський районний центр первинної медичної ( медико-санітарної) допомоги"" Шосткинської районної ради Сумської області",type:03
234000.0,Дрова для опалення твердої породи,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ВЕЛИКОБЕРЕЗНЯНСЬКОЇ РАЙОННОЇ РАДИ ЗАКАРПАТСЬКОЇ ОБЛАСТІ""",type:03
232000.0,03410000 - 7  Деревина  (дрова для опалення хвойних порід),"Комунальний заклад ""Центр первинної медико-санітарної допомоги Глухівського району"" Глухівської районної ради",type:03
230000.0,Деревина (дрова паливні),КЗ Центр первинної медико-санітарної допомоги Мукачівського району,type:03
215400.0,Паливна деревина,"КУ ""Сторожинецький районний центр первинної медико-санітарної допомоги""",type:03
211140.0,"дрова паливні, твердої породи",КУ Тростянецький РЦ ПМСД,type:03
208465.92,Паливна деревина,К.У. Лебединська центральна районна лікарня імені лікаря К.О. Зільберника,type:03
199990.08,паливні брикети,"КЗ ""Олешківський районний центр первинної медико-санітарної допомоги""",type:03
199985.0,Деревина(паливна деревина),"КУ ""Сторожинецький районний центр первинної медико-санітарної допомоги""",type:03
199870.0,зернові культури та картопля,"Комунальне некомерційне підприємство Ізмаїльської районної ради ""Центральна районна лікарня""",type:03
199800.0,Паливна деревина,"КУ ""Сторожинецький районний центр первинної медико-санітарної допомоги""",type:03
199500.0,ДК 021-2015: 03413000-8 «Паливна деревина»  ,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
199500.0,ДК 021-2015: 03413000-8 «Паливна деревина»  ,"Комунальний заклад Борзнянської районної ради ""Центр первинної медико-санітарної допомоги Борзнянського району",type:03
7609926.24,"Виробництво, транспортування, постачання теплової енергії для опалення",Чернігівська міська лікарня №2 Чернігівської міської ради,type:09
7609926.24,"Виробництво, транспортування, постачання теплової енергії для опалення",Чернігівська міська лікарня №2 Чернігівської міської ради,type:09
7609926.24,"Виробництво, транспортування, постачання теплової енергії для опалення",Чернігівська міська лікарня №2 Чернігівської міської ради,type:09
7609926.24,"Виробництво, транспортування, постачання теплової енергії для опалення",Чернігівська міська лікарня №2 Чернігівської міської ради,type:09
7300000.0,"ДК 016:2010 код 35.30.1 «Пара та гаряча вода; постачання пари та гарячої води» (для медичного містечка ДЗ «СМСЧ № 5 МОЗ України») (ДК 021:2015 код 09320000-8 «Пара, гаряча вода та пов’язана продукція»)","Державний заклад ""Спеціалізована медико-санітарна частина № 5 Міністерства охорони здоров'я України""",type:09
6287176.0,"CPV ДК 021:2015 - 09320000-8 Пара, гаряча вода та пов’язана продукція","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНОТОПСЬКОЇ МІСЬКОЇ РАДИ ""КОНОТОПСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ІМ. АКАДЕМІКА МИХАЙЛА ДАВИДОВА""",type:09
5949394.12,Послуги з постачання теплової енергії,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ХЕРСОНСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ О.С.ЛУЧАНСЬКОГО"" ХЕРСОНСЬКОЇ МІСЬКОЇ РАДИ",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5702722.25,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5643887.88,"Пара, гаряча вода та пов’язана продукція (теплопостачання)","Комунальне некомерційне підприємство Яворівської районної ради Львівської області ""Новояворівська районна лікарня імені Юрія Липи""",type:09
5567776.16,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5567776.16,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5567776.16,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5567776.16,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5567776.16,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5567776.16,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5567776.16,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5567776.16,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5567776.16,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5567776.16,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5567776.16,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5567776.16,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
5567776.16,теплова енергія і гаряча вода,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №1"" Голосіївського району м. Києва",type:09
