legal_entity_id,legal_entity_name,legal_entity_edrpou,period,sum
001fb507-5708-40e8-be89-792b57317b9f,Фізична особа-підприємець Микитич Тетяна Олексіївна,----------,З 2019.04.16 по 2019.04.30,"10805,41"
001fb507-5708-40e8-be89-792b57317b9f,Фізична особа-підприємець Микитич Тетяна Олексіївна,----------,З 2019.05.01 по 2019.05.15,"10011,24"
001fb507-5708-40e8-be89-792b57317b9f,Фізична особа-підприємець Микитич Тетяна Олексіївна,----------,З 2019.05.16 по 2019.05.31,"7721,74"
001fb507-5708-40e8-be89-792b57317b9f,Фізична особа-підприємець Микитич Тетяна Олексіївна,----------,З 2019.06.01 по 2019.06.15,"8823,83"
001fb507-5708-40e8-be89-792b57317b9f,Фізична особа-підприємець Микитич Тетяна Олексіївна,----------,З 2019.06.16 по 2019.06.30,"10968,28"
001fb507-5708-40e8-be89-792b57317b9f,Фізична особа-підприємець Микитич Тетяна Олексіївна,----------,З 2019.07.01 по 2019.07.15,"6174,81"
001fb507-5708-40e8-be89-792b57317b9f,Фізична особа-підприємець Микитич Тетяна Олексіївна,----------,З 2019.07.16 по 2019.07.31,"10068,04"
001fb507-5708-40e8-be89-792b57317b9f,Фізична особа-підприємець Микитич Тетяна Олексіївна,----------,З 2019.08.01 по 2019.08.15,"11943,93"
001fb507-5708-40e8-be89-792b57317b9f,Фізична особа-підприємець Микитич Тетяна Олексіївна,----------,З 2019.08.16 по 2019.08.31,"7452,57"
001fb507-5708-40e8-be89-792b57317b9f,Фізична особа-підприємець Микитич Тетяна Олексіївна,----------,З 2019.09.01 по 2019.09.15,"6325,72"
0025c319-69de-4f17-9d96-ec2555260edd,Фізична особа-підприємець Карпенко В'ячеслав Михайлович,----------,З 2019.04.01 по 2019.04.15,"26371,23"
0025c319-69de-4f17-9d96-ec2555260edd,Фізична особа-підприємець Карпенко В'ячеслав Михайлович,----------,З 2019.04.16 по 2019.04.30,"19021,19"
0025c319-69de-4f17-9d96-ec2555260edd,Фізична особа-підприємець Карпенко В'ячеслав Михайлович,----------,З 2019.05.01 по 2019.05.15,"27694,24"
0025c319-69de-4f17-9d96-ec2555260edd,Фізична особа-підприємець Карпенко В'ячеслав Михайлович,----------,З 2019.05.16 по 2019.05.31,"35529,04"
0025c319-69de-4f17-9d96-ec2555260edd,Фізична особа-підприємець Карпенко В'ячеслав Михайлович,----------,З 2019.06.01 по 2019.06.15,"41032,22"
0025c319-69de-4f17-9d96-ec2555260edd,Фізична особа-підприємець Карпенко В'ячеслав Михайлович,----------,З 2019.06.16 по 2019.06.30,"23607,30"
0025c319-69de-4f17-9d96-ec2555260edd,Фізична особа-підприємець Карпенко В'ячеслав Михайлович,----------,З 2019.07.01 по 2019.07.15,"23731,59"
0025c319-69de-4f17-9d96-ec2555260edd,Фізична особа-підприємець Карпенко В'ячеслав Михайлович,----------,З 2019.07.16 по 2019.07.31,"21050,74"
0025c319-69de-4f17-9d96-ec2555260edd,Фізична особа-підприємець Карпенко В'ячеслав Михайлович,----------,З 2019.08.01 по 2019.08.15,"21871,01"
0025c319-69de-4f17-9d96-ec2555260edd,Фізична особа-підприємець Карпенко В'ячеслав Михайлович,----------,З 2019.08.16 по 2019.08.31,"21853,32"
0025c319-69de-4f17-9d96-ec2555260edd,Фізична особа-підприємець Карпенко В'ячеслав Михайлович,----------,З 2019.09.01 по 2019.09.15,"24603,59"
00351db0-404b-4db5-8fb1-08e890f28126,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕРСІ""",32204434,З 2019.04.16 по 2019.04.30,"2296,07"
00351db0-404b-4db5-8fb1-08e890f28126,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕРСІ""",32204434,З 2019.05.01 по 2019.05.15,"6768,58"
00351db0-404b-4db5-8fb1-08e890f28126,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕРСІ""",32204434,З 2019.05.16 по 2019.05.31,"10190,11"
00351db0-404b-4db5-8fb1-08e890f28126,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕРСІ""",32204434,З 2019.06.01 по 2019.06.15,"3756,66"
00351db0-404b-4db5-8fb1-08e890f28126,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕРСІ""",32204434,З 2019.06.16 по 2019.06.30,"2510,72"
00351db0-404b-4db5-8fb1-08e890f28126,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕРСІ""",32204434,З 2019.07.01 по 2019.07.15,"7072,29"
00351db0-404b-4db5-8fb1-08e890f28126,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕРСІ""",32204434,З 2019.07.16 по 2019.07.31,"2835,66"
00351db0-404b-4db5-8fb1-08e890f28126,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕРСІ""",32204434,З 2019.08.01 по 2019.08.15,"1197,60"
00351db0-404b-4db5-8fb1-08e890f28126,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕРСІ""",32204434,З 2019.08.16 по 2019.08.31,"6600,10"
00351db0-404b-4db5-8fb1-08e890f28126,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕРСІ""",32204434,З 2019.09.01 по 2019.09.15,"12417,84"
00987a0c-0e9f-4905-a6ad-7bc4c7963cef,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАКТИВ""",37219230,З 2019.05.01 по 2019.05.15,"3293,13"
00987a0c-0e9f-4905-a6ad-7bc4c7963cef,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАКТИВ""",37219230,З 2019.05.16 по 2019.05.31,"3901,02"
00987a0c-0e9f-4905-a6ad-7bc4c7963cef,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАКТИВ""",37219230,З 2019.06.01 по 2019.06.15,"3460,09"
00987a0c-0e9f-4905-a6ad-7bc4c7963cef,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАКТИВ""",37219230,З 2019.06.16 по 2019.06.30,"3237,19"
00987a0c-0e9f-4905-a6ad-7bc4c7963cef,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАКТИВ""",37219230,З 2019.07.01 по 2019.07.15,"2376,67"
00987a0c-0e9f-4905-a6ad-7bc4c7963cef,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАКТИВ""",37219230,З 2019.07.16 по 2019.07.31,"3285,72"
00987a0c-0e9f-4905-a6ad-7bc4c7963cef,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАКТИВ""",37219230,З 2019.08.01 по 2019.08.15,"2889,39"
00987a0c-0e9f-4905-a6ad-7bc4c7963cef,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАКТИВ""",37219230,З 2019.08.16 по 2019.08.31,"4278,62"
00987a0c-0e9f-4905-a6ad-7bc4c7963cef,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАКТИВ""",37219230,З 2019.09.01 по 2019.09.15,"2500,17"
00aeaafa-8bcd-47c5-a8fb-6bb7a68fe054,"Товариство з обмеженою відповідальністю ""Соціальна аптека Харківського району""",41501937,З 2019.04.01 по 2019.04.15,"9180,50"
00aeaafa-8bcd-47c5-a8fb-6bb7a68fe054,"Товариство з обмеженою відповідальністю ""Соціальна аптека Харківського району""",41501937,З 2019.04.16 по 2019.04.30,"26363,72"
00aeaafa-8bcd-47c5-a8fb-6bb7a68fe054,"Товариство з обмеженою відповідальністю ""Соціальна аптека Харківського району""",41501937,З 2019.05.01 по 2019.05.15,"11132,60"
00aeaafa-8bcd-47c5-a8fb-6bb7a68fe054,"Товариство з обмеженою відповідальністю ""Соціальна аптека Харківського району""",41501937,З 2019.05.16 по 2019.05.31,"19151,45"
00aeaafa-8bcd-47c5-a8fb-6bb7a68fe054,"Товариство з обмеженою відповідальністю ""Соціальна аптека Харківського району""",41501937,З 2019.06.01 по 2019.06.15,"18300,45"
00aeaafa-8bcd-47c5-a8fb-6bb7a68fe054,"Товариство з обмеженою відповідальністю ""Соціальна аптека Харківського району""",41501937,З 2019.06.16 по 2019.06.30,"12885,66"
00aeaafa-8bcd-47c5-a8fb-6bb7a68fe054,"Товариство з обмеженою відповідальністю ""Соціальна аптека Харківського району""",41501937,З 2019.07.01 по 2019.07.15,"12107,90"
00aeaafa-8bcd-47c5-a8fb-6bb7a68fe054,"Товариство з обмеженою відповідальністю ""Соціальна аптека Харківського району""",41501937,З 2019.07.16 по 2019.07.31,"23461,81"
00aeaafa-8bcd-47c5-a8fb-6bb7a68fe054,"Товариство з обмеженою відповідальністю ""Соціальна аптека Харківського району""",41501937,З 2019.08.01 по 2019.08.15,"19436,78"
00aeaafa-8bcd-47c5-a8fb-6bb7a68fe054,"Товариство з обмеженою відповідальністю ""Соціальна аптека Харківського району""",41501937,З 2019.08.16 по 2019.08.31,"24961,40"
00aeaafa-8bcd-47c5-a8fb-6bb7a68fe054,"Товариство з обмеженою відповідальністю ""Соціальна аптека Харківського району""",41501937,З 2019.09.01 по 2019.09.15,"11702,69"
00c43df8-5416-4853-bf0c-34699370247d,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ЖИТОМИР""",41087452,З 2019.04.16 по 2019.04.30,"2548,04"
00c43df8-5416-4853-bf0c-34699370247d,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ЖИТОМИР""",41087452,З 2019.05.01 по 2019.05.15,"28896,50"
00c43df8-5416-4853-bf0c-34699370247d,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ЖИТОМИР""",41087452,З 2019.05.16 по 2019.05.31,"66837,85"
00c43df8-5416-4853-bf0c-34699370247d,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ЖИТОМИР""",41087452,З 2019.06.01 по 2019.06.15,"60319,17"
00c43df8-5416-4853-bf0c-34699370247d,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ЖИТОМИР""",41087452,З 2019.06.16 по 2019.06.30,"55666,57"
00c43df8-5416-4853-bf0c-34699370247d,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ЖИТОМИР""",41087452,З 2019.07.01 по 2019.07.15,"78829,59"
00c43df8-5416-4853-bf0c-34699370247d,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ЖИТОМИР""",41087452,З 2019.07.16 по 2019.07.31,"101132,59"
00c43df8-5416-4853-bf0c-34699370247d,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ЖИТОМИР""",41087452,З 2019.08.01 по 2019.08.15,"95368,10"
00c43df8-5416-4853-bf0c-34699370247d,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ЖИТОМИР""",41087452,З 2019.08.16 по 2019.08.31,"90784,67"
00c43df8-5416-4853-bf0c-34699370247d,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ЖИТОМИР""",41087452,З 2019.09.01 по 2019.09.15,"92131,62"
01024de8-8f2f-4f61-9c06-364754a4bdc5,"ПРИВАТНЕ ПІДПРИЄМСТВО ""МЕДІКАЛ - АПТЕКА""",30156709,З 2019.06.16 по 2019.06.30,"7486,38"
01024de8-8f2f-4f61-9c06-364754a4bdc5,"ПРИВАТНЕ ПІДПРИЄМСТВО ""МЕДІКАЛ - АПТЕКА""",30156709,З 2019.07.01 по 2019.07.15,"13123,33"
01024de8-8f2f-4f61-9c06-364754a4bdc5,"ПРИВАТНЕ ПІДПРИЄМСТВО ""МЕДІКАЛ - АПТЕКА""",30156709,З 2019.07.16 по 2019.07.31,"6228,11"
01024de8-8f2f-4f61-9c06-364754a4bdc5,"ПРИВАТНЕ ПІДПРИЄМСТВО ""МЕДІКАЛ - АПТЕКА""",30156709,З 2019.08.01 по 2019.08.15,"19357,50"
01024de8-8f2f-4f61-9c06-364754a4bdc5,"ПРИВАТНЕ ПІДПРИЄМСТВО ""МЕДІКАЛ - АПТЕКА""",30156709,З 2019.08.16 по 2019.08.31,"14948,00"
01024de8-8f2f-4f61-9c06-364754a4bdc5,"ПРИВАТНЕ ПІДПРИЄМСТВО ""МЕДІКАЛ - АПТЕКА""",30156709,З 2019.09.01 по 2019.09.15,"15135,56"
0135136b-1a55-428a-af7f-3f3991d5f87c,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ХАРКІВ""",42517597,З 2019.07.16 по 2019.07.31,"130,29"
01557a84-a32c-4787-b0eb-e874fff854bb,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНИЙ ОЗДОРОВЧИЙ ЦЕНТР ""ЗДОРОВ'Я""",30773348,З 2019.04.16 по 2019.04.30,"1827,89"
01557a84-a32c-4787-b0eb-e874fff854bb,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНИЙ ОЗДОРОВЧИЙ ЦЕНТР ""ЗДОРОВ'Я""",30773348,З 2019.05.01 по 2019.05.15,"2735,27"
01557a84-a32c-4787-b0eb-e874fff854bb,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНИЙ ОЗДОРОВЧИЙ ЦЕНТР ""ЗДОРОВ'Я""",30773348,З 2019.05.16 по 2019.05.31,"2778,06"
01557a84-a32c-4787-b0eb-e874fff854bb,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНИЙ ОЗДОРОВЧИЙ ЦЕНТР ""ЗДОРОВ'Я""",30773348,З 2019.06.01 по 2019.06.15,"3123,13"
01557a84-a32c-4787-b0eb-e874fff854bb,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНИЙ ОЗДОРОВЧИЙ ЦЕНТР ""ЗДОРОВ'Я""",30773348,З 2019.06.16 по 2019.06.30,"1417,07"
01557a84-a32c-4787-b0eb-e874fff854bb,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНИЙ ОЗДОРОВЧИЙ ЦЕНТР ""ЗДОРОВ'Я""",30773348,З 2019.07.01 по 2019.07.15,"2275,24"
01557a84-a32c-4787-b0eb-e874fff854bb,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНИЙ ОЗДОРОВЧИЙ ЦЕНТР ""ЗДОРОВ'Я""",30773348,З 2019.07.16 по 2019.07.31,"1648,41"
01557a84-a32c-4787-b0eb-e874fff854bb,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНИЙ ОЗДОРОВЧИЙ ЦЕНТР ""ЗДОРОВ'Я""",30773348,З 2019.08.01 по 2019.08.15,"5619,99"
01557a84-a32c-4787-b0eb-e874fff854bb,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНИЙ ОЗДОРОВЧИЙ ЦЕНТР ""ЗДОРОВ'Я""",30773348,З 2019.08.16 по 2019.08.31,"2267,79"
01557a84-a32c-4787-b0eb-e874fff854bb,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНИЙ ОЗДОРОВЧИЙ ЦЕНТР ""ЗДОРОВ'Я""",30773348,З 2019.09.01 по 2019.09.15,"547,83"
01a087da-1372-43bc-9d3c-00e17c2daf3a,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА № 7""",32414949,З 2019.04.01 по 2019.04.15,"53644,93"
01a087da-1372-43bc-9d3c-00e17c2daf3a,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА № 7""",32414949,З 2019.04.16 по 2019.04.30,"100655,00"
01a087da-1372-43bc-9d3c-00e17c2daf3a,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА № 7""",32414949,З 2019.05.01 по 2019.05.15,"76744,87"
01a087da-1372-43bc-9d3c-00e17c2daf3a,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА № 7""",32414949,З 2019.05.16 по 2019.05.31,"87560,90"
01a087da-1372-43bc-9d3c-00e17c2daf3a,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА № 7""",32414949,З 2019.06.01 по 2019.06.15,"54691,51"
01a087da-1372-43bc-9d3c-00e17c2daf3a,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА № 7""",32414949,З 2019.06.16 по 2019.06.30,"81023,51"
01a087da-1372-43bc-9d3c-00e17c2daf3a,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА № 7""",32414949,З 2019.07.01 по 2019.07.15,"93474,42"
01a087da-1372-43bc-9d3c-00e17c2daf3a,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА № 7""",32414949,З 2019.07.16 по 2019.07.31,"92889,70"
01a087da-1372-43bc-9d3c-00e17c2daf3a,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА № 7""",32414949,З 2019.08.01 по 2019.08.15,"74176,23"
01a087da-1372-43bc-9d3c-00e17c2daf3a,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА № 7""",32414949,З 2019.08.16 по 2019.08.31,"66538,39"
01a087da-1372-43bc-9d3c-00e17c2daf3a,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА № 7""",32414949,З 2019.09.01 по 2019.09.15,"68136,50"
01f9dbab-519a-44d9-a7cc-2288c37f8a94,"ПРИВАТНЕ ПІДПРИЄМСТВО ""АПТЕКА ДОБРА""",38281603,З 2019.04.01 по 2019.04.15,"27034,75"
01f9dbab-519a-44d9-a7cc-2288c37f8a94,"ПРИВАТНЕ ПІДПРИЄМСТВО ""АПТЕКА ДОБРА""",38281603,З 2019.04.16 по 2019.04.30,"146413,28"
01f9dbab-519a-44d9-a7cc-2288c37f8a94,"ПРИВАТНЕ ПІДПРИЄМСТВО ""АПТЕКА ДОБРА""",38281603,З 2019.05.01 по 2019.05.15,"76247,92"
01f9dbab-519a-44d9-a7cc-2288c37f8a94,"ПРИВАТНЕ ПІДПРИЄМСТВО ""АПТЕКА ДОБРА""",38281603,З 2019.05.16 по 2019.05.31,"88885,15"
01f9dbab-519a-44d9-a7cc-2288c37f8a94,"ПРИВАТНЕ ПІДПРИЄМСТВО ""АПТЕКА ДОБРА""",38281603,З 2019.06.01 по 2019.06.15,"31771,95"
01f9dbab-519a-44d9-a7cc-2288c37f8a94,"ПРИВАТНЕ ПІДПРИЄМСТВО ""АПТЕКА ДОБРА""",38281603,З 2019.06.16 по 2019.06.30,"53346,41"
01f9dbab-519a-44d9-a7cc-2288c37f8a94,"ПРИВАТНЕ ПІДПРИЄМСТВО ""АПТЕКА ДОБРА""",38281603,З 2019.07.01 по 2019.07.15,"67176,32"
01f9dbab-519a-44d9-a7cc-2288c37f8a94,"ПРИВАТНЕ ПІДПРИЄМСТВО ""АПТЕКА ДОБРА""",38281603,З 2019.07.16 по 2019.07.31,"57977,97"
01f9dbab-519a-44d9-a7cc-2288c37f8a94,"ПРИВАТНЕ ПІДПРИЄМСТВО ""АПТЕКА ДОБРА""",38281603,З 2019.08.01 по 2019.08.15,"40248,64"
01f9dbab-519a-44d9-a7cc-2288c37f8a94,"ПРИВАТНЕ ПІДПРИЄМСТВО ""АПТЕКА ДОБРА""",38281603,З 2019.08.16 по 2019.08.31,"50400,81"
01f9dbab-519a-44d9-a7cc-2288c37f8a94,"ПРИВАТНЕ ПІДПРИЄМСТВО ""АПТЕКА ДОБРА""",38281603,З 2019.09.01 по 2019.09.15,"43081,38"
027e0410-ecc1-44e4-ba2a-b66d31fab386,Фізична особа-підприємець Калашников Володимир Валентинович,----------,З 2019.05.01 по 2019.05.15,"5712,64"
027e0410-ecc1-44e4-ba2a-b66d31fab386,Фізична особа-підприємець Калашников Володимир Валентинович,----------,З 2019.05.16 по 2019.05.31,"6860,29"
027e0410-ecc1-44e4-ba2a-b66d31fab386,Фізична особа-підприємець Калашников Володимир Валентинович,----------,З 2019.06.01 по 2019.06.15,"4125,35"
027e0410-ecc1-44e4-ba2a-b66d31fab386,Фізична особа-підприємець Калашников Володимир Валентинович,----------,З 2019.06.16 по 2019.06.30,"9871,44"
027e0410-ecc1-44e4-ba2a-b66d31fab386,Фізична особа-підприємець Калашников Володимир Валентинович,----------,З 2019.07.01 по 2019.07.15,"6667,89"
027e0410-ecc1-44e4-ba2a-b66d31fab386,Фізична особа-підприємець Калашников Володимир Валентинович,----------,З 2019.07.16 по 2019.07.31,"11808,27"
027e0410-ecc1-44e4-ba2a-b66d31fab386,Фізична особа-підприємець Калашников Володимир Валентинович,----------,З 2019.08.01 по 2019.08.15,"8351,28"
027e0410-ecc1-44e4-ba2a-b66d31fab386,Фізична особа-підприємець Калашников Володимир Валентинович,----------,З 2019.08.16 по 2019.08.31,"3734,41"
027e0410-ecc1-44e4-ba2a-b66d31fab386,Фізична особа-підприємець Калашников Володимир Валентинович,----------,З 2019.09.01 по 2019.09.15,"10593,45"
03473155-3a66-44ee-8ecc-cd1fdbca55eb,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ПОЛІСЬКОЇ РАЙОННОЇ РАДИ ""ПОЛІСЬКА ЦЕНТРАЛЬНА РАЙОННА АПТЕКА № 19""",01977903,З 2019.04.01 по 2019.04.15,"6237,89"
03473155-3a66-44ee-8ecc-cd1fdbca55eb,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ПОЛІСЬКОЇ РАЙОННОЇ РАДИ ""ПОЛІСЬКА ЦЕНТРАЛЬНА РАЙОННА АПТЕКА № 19""",01977903,З 2019.04.16 по 2019.04.30,"4115,90"
03473155-3a66-44ee-8ecc-cd1fdbca55eb,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ПОЛІСЬКОЇ РАЙОННОЇ РАДИ ""ПОЛІСЬКА ЦЕНТРАЛЬНА РАЙОННА АПТЕКА № 19""",01977903,З 2019.05.01 по 2019.05.15,"5073,20"
03473155-3a66-44ee-8ecc-cd1fdbca55eb,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ПОЛІСЬКОЇ РАЙОННОЇ РАДИ ""ПОЛІСЬКА ЦЕНТРАЛЬНА РАЙОННА АПТЕКА № 19""",01977903,З 2019.05.16 по 2019.05.31,"3289,94"
